kanji	count	freq	freq_cum	jouyou	jouyou_pos
湧	629	2.782e-05	0.989468	7	1696
湯	4093	0.000181029	0.913918	3	395
湾	847	3.74619e-05	0.98543	7	1626
湿	538	2.37951e-05	0.991175	7	1735
満	7382	0.000326498	0.841007	4	535
源	5386	0.000238217	0.883649	6	895
準	6387	0.00028249	0.863261	5	734
溜	251	1.11015e-05	0.996397	0	0
溝	739	3.26851e-05	0.987527	7	1660
溢	397	1.75589e-05	0.993867	0	0
溪	1	4.42289e-08	0.99999	0	0
溯	2	8.84578e-08	0.999983	0	0
溶	751	3.32159e-05	0.987297	7	1655
溺	615	2.72008e-05	0.989825	7	1707
滅	2439	0.000107874	0.951734	7	1316
滉	0	0.0	1.0	0	0
滋	758	3.35255e-05	0.987163	7	1653
滑	1188	5.25439e-05	0.978919	7	1525
滝	2635	0.000116543	0.947583	7	1298
滞	960	4.24597e-05	0.9836	7	1597
滲	40	1.76916e-06	0.999465	0	0
滴	768	3.39678e-05	0.986962	7	1651
滾	5	2.21144e-07	0.999952	0	0
滿	12	5.30747e-07	0.999864	0	0
漁	1067	4.71922e-05	0.981614	4	632
漂	264	1.16764e-05	0.996146	7	1908
漆	736	3.25525e-05	0.987592	7	1662
漉	11	4.86518e-07	0.999876	0	0
漏	1880	8.31503e-05	0.963614	7	1376
漑	1	4.42289e-08	0.999998	0	0
演	6649	0.000294078	0.856063	5	728
漕	47	2.07876e-06	0.999368	0	0
漠	188	8.31503e-06	0.997296	7	1968
漢	1698	7.51007e-05	0.968018	3	431
漣	286	1.26495e-05	0.995841	0	0
漫	3093	0.0001368	0.937473	7	1258
漬	1035	4.57769e-05	0.982358	7	1578
漱	82	3.62677e-06	0.998823	0	0
漸	4	1.76916e-07	0.999956	7	2124
漿	21	9.28807e-07	0.999743	0	0
潅	2	8.84578e-08	0.999976	0	0
潔	1220	5.39592e-05	0.97812	5	813
潜	2373	0.000104955	0.953326	7	1323
潟	448	1.98145e-05	0.993123	7	1788
潤	1920	8.49195e-05	0.96269	7	1373
潭	17	7.51891e-07	0.999802	0	0
潮	1608	7.11201e-05	0.969853	6	970
潰	3517	0.000155553	0.92759	7	1230
潸	2	8.84578e-08	0.999986	0	0
澁	88	3.89214e-06	0.998764	0	0
澄	2486	0.000109953	0.950647	7	1309
澤	4529	0.000200313	0.903598	0	0
澪	718	3.17563e-05	0.987914	0	0
澱	6	2.65373e-07	0.999932	0	0
澹	3	1.32687e-07	0.999965	0	0
激	3264	0.000144363	0.933413	6	932
濁	226	9.99573e-06	0.996745	7	1936
濃	1573	6.9572e-05	0.970555	7	1431
濘	1	4.42289e-08	0.999989	0	0
濠	15	6.63433e-07	0.999827	0	0
濡	474	2.09645e-05	0.992635	0	0
濤	29	1.28264e-06	0.999641	0	0
濫	24	1.06149e-06	0.999716	7	2103
濯	1307	5.78072e-05	0.97633	7	1489
濱	735	3.25082e-05	0.987657	0	0
瀉	8	3.53831e-07	0.999908	0	0
瀑	3	1.32687e-07	0.999968	0	0
瀕	91	4.02483e-06	0.998712	0	0
瀝	1	4.42289e-08	0.999993	0	0
瀞	1	4.42289e-08	0.999998	0	0
瀧	757	3.34813e-05	0.987197	0	0
瀬	15691	0.000693996	0.695506	7	1040
瀾	7	3.09602e-07	0.999926	0	0
灌	18	7.9612e-07	0.999779	0	0
灘	104	4.5998e-06	0.998524	0	0
火	10649	0.000470993	0.785816	1	58
灯	1602	7.08547e-05	0.969994	4	626
灰	758	3.35255e-05	0.987096	6	987
灸	46	2.03453e-06	0.999375	0	0
灼	107	4.73249e-06	0.998468	0	0
災	2181	9.64632e-05	0.957549	5	791
炉	165	7.29777e-06	0.997625	7	1984
炊	788	3.48524e-05	0.986583	7	1646
炎	1685	7.45257e-05	0.968241	7	1410
炒	305	1.34898e-05	0.995503	0	0
炙	31	1.3711e-06	0.999608	0	0
炭	1476	6.52818e-05	0.972581	3	434
炸	42	1.85761e-06	0.999425	0	0
点	10578	0.000467853	0.786754	2	196
為	3120	0.000137994	0.936375	7	1253
烈	549	2.42817e-05	0.991056	7	1733
烏	697	3.08275e-05	0.988351	0	0
烙	33	1.45955e-06	0.999588	0	0
烝	9	3.9806e-07	0.999905	0	0
烟	4	1.76916e-07	0.99996	0	0
烹	37	1.63647e-06	0.999527	0	0
焉	14	6.19204e-07	0.999845	0	0
焔	21	9.28807e-07	0.999751	0	0
焙	25	1.10572e-06	0.999699	0	0
焚	52	2.2999e-06	0.999306	0	0
無	49135	0.00217319	0.395706	4	447
焦	2432	0.000107565	0.951949	7	1317
然	32395	0.00143279	0.517063	4	457
焼	9175	0.0004058	0.81353	4	528
煉	21	9.28807e-07	0.999755	0	0
煌	80	3.53831e-06	0.998863	0	0
煎	288	1.27379e-05	0.995777	7	1891
煕	2	8.84578e-08	0.999982	0	0
煖	7	3.09602e-07	0.999929	0	0
煙	1206	5.334e-05	0.978496	7	1517
煤	18	7.9612e-07	0.999782	0	0
煥	7	3.09602e-07	0.999924	0	0
照	3459	0.000152988	0.928053	4	594
煩	322	1.42417e-05	0.995184	7	1863
煮	1723	7.62064e-05	0.967187	7	1403
煽	42	1.85761e-06	0.99942	0	0
熈	1	4.42289e-08	0.99999	0	0
熊	3308	0.000146309	0.932104	7	1242
熙	10	4.42289e-07	0.99989	0	0
熟	1115	4.93152e-05	0.980696	6	981
熨	2	8.84578e-08	0.999981	0	0
熬	6	2.65373e-07	0.999936	0	0
熱	8238	0.000364358	0.829313	4	533
熾	33	1.45955e-06	0.99958	0	0
燃	2546	0.000112607	0.949645	5	783
燈	48	2.12299e-06	0.999356	0	0
燎	14	6.19204e-07	0.999846	0	0
燐	29	1.28264e-06	0.999652	0	0
燕	118	5.21901e-06	0.998289	0	0
燗	77	3.40562e-06	0.998925	0	0
燠	3	1.32687e-07	0.999974	0	0
燥	212	9.37652e-06	0.996995	7	1949
燦	11	4.86518e-07	0.999877	0	0
燭	46	2.03453e-06	0.999379	0	0
燻	44	1.94607e-06	0.999408	0	0
燼	2	8.84578e-08	0.999985	0	0
燿	141	6.23627e-06	0.997982	0	0
爆	6250	0.000276431	0.866327	7	1114
爛	29	1.28264e-06	0.999643	0	0
爪	1153	5.09959e-05	0.979643	7	1536
爬	19	8.40349e-07	0.99977	0	0
爵	363	1.60551e-05	0.994435	7	1838
父	62371	0.0027586	0.335328	2	104
爺	262	1.1588e-05	0.996216	0	0
爽	1126	4.98017e-05	0.980398	7	1549
爾	149	6.5901e-06	0.99786	0	0
牀	5	2.21144e-07	0.999951	0	0
牆	2	8.84578e-08	0.999988	0	0
片	8999	0.000398016	0.81714	6	860
版	2135	9.44287e-05	0.958407	5	793
牌	480	2.12299e-05	0.992571	0	0
牒	2	8.84578e-08	0.999983	0	0
牙	220	9.73036e-06	0.996834	7	1940
牛	2833	0.0001253	0.943491	2	236
牝	16	7.07662e-07	0.999814	0	0
牟	131	5.79398e-06	0.998107	0	0
牡	112	4.95364e-06	0.998391	0	0
牢	906	4.00714e-05	0.984464	0	0
牧	3202	0.000141621	0.93456	4	602
物	47708	0.00211007	0.408524	3	256
牲	1532	6.77587e-05	0.971449	7	1439
特	16738	0.000740303	0.682659	4	484
牽	48	2.12299e-06	0.999345	0	0
犀	195	8.62463e-06	0.99722	0	0
犠	1533	6.78029e-05	0.971313	7	1437
犬	7128	0.000315264	0.844525	1	66
犯	38763	0.00171444	0.467173	5	644
状	15771	0.000697534	0.694812	5	664
狂	1681	7.43488e-05	0.968465	7	1412
狄	30	1.32687e-06	0.99963	0	0
狆	18	7.9612e-07	0.999791	0	0
狐	444	1.96376e-05	0.993162	0	0
狗	434	1.91953e-05	0.993317	0	0
狙	5244	0.000231936	0.887412	7	1142
狛	24	1.06149e-06	0.999709	0	0
狡	37	1.63647e-06	0.999532	0	0
狢	6	2.65373e-07	0.999937	0	0
狩	1244	5.50207e-05	0.977686	7	1508
独	6584	0.000291203	0.857526	5	730
狭	2380	0.000105265	0.95301	7	1322
狸	145	6.41319e-06	0.997906	0	0
狼	383	1.69397e-05	0.994056	0	0
狽	18	7.9612e-07	0.999792	0	0
猛	1314	5.81168e-05	0.97604	7	1487
猜	8	3.53831e-07	0.999907	0	0
猟	255	1.12784e-05	0.996296	7	1917
猥	26	1.14995e-06	0.999683	0	0
猪	1734	7.66929e-05	0.966652	0	0
猫	3891	0.000172095	0.917783	7	1205
献	1132	5.00671e-05	0.980199	7	1545
猶	501	2.21587e-05	0.992073	7	1760
猾	37	1.63647e-06	0.999534	0	0
猿	1732	7.66044e-05	0.966729	7	1399
獄	2149	9.50479e-05	0.958313	7	1348
獅	195	8.62463e-06	0.997203	0	0
獏	25	1.10572e-06	0.999692	0	0
獠	57	2.52105e-06	0.999236	0	0
獣	1105	4.88729e-05	0.981039	7	1558
獪	3	1.32687e-07	0.999965	0	0
獰	9	3.9806e-07	0.999896	0	0
獲	776	3.43216e-05	0.98686	7	1649
獺	2	8.84578e-08	0.999983	0	0
玄	2360	0.00010438	0.953639	7	1326
率	3288	0.000145425	0.932834	5	768
玉	6757	0.000298855	0.853104	1	69
王	7970	0.000352504	0.833598	1	63
玖	122	5.39592e-06	0.998257	0	0
玩	54	2.38836e-06	0.999265	7	2070
玲	4824	0.00021336	0.898018	0	0
珀	126	5.57284e-06	0.998186	0	0
珂	2	8.84578e-08	0.99998	0	0
珈	59	2.6095e-06	0.999205	0	0
珉	6	2.65373e-07	0.999938	0	0
珊	16	7.07662e-07	0.999804	0	0
珍	3258	0.000144098	0.933989	7	1245
珎	1	4.42289e-08	0.99999	0	0
珠	1307	5.78072e-05	0.976388	7	1490
珪	661	2.92353e-05	0.989042	0	0
班	2838	0.000125522	0.943366	6	943
現	25980	0.00114907	0.569483	5	646
球	5234	0.000231494	0.887643	3	387
理	72593	0.00321071	0.291873	2	100
琉	524	2.31759e-05	0.991575	0	0
琢	363	1.60551e-05	0.994451	0	0
琥	129	5.70553e-06	0.99813	0	0
琲	59	2.6095e-06	0.999208	0	0
琳	14	6.19204e-07	0.999842	0	0
琴	3645	0.000161214	0.924113	7	1222
琵	132	5.83821e-06	0.998089	0	0
琶	129	5.70553e-06	0.998158	0	0
瑕	20	8.84578e-07	0.999758	0	0
瑙	6	2.65373e-07	0.999941	0	0
瑚	9	3.9806e-07	0.999891	0	0
瑛	541	2.39278e-05	0.991104	0	0
瑜	1	4.42289e-08	0.999996	0	0
瑞	2376	0.000105088	0.953221	0	0
瑠	1472	6.51049e-05	0.972646	7	1451
瑣	4	1.76916e-07	0.999953	0	0
瑤	436	1.92838e-05	0.993259	0	0
瑩	153	6.76702e-06	0.997801	0	0
瑪	6	2.65373e-07	0.999941	0	0
瑳	0	0.0	1.0	0	0
瑶	107	4.73249e-06	0.998477	0	0
璃	621	2.74661e-05	0.989661	7	1702
璋	163	7.20931e-06	0.997704	0	0
璧	1972	8.72194e-05	0.96149	7	1367
環	2514	0.000111191	0.950315	7	1307
璽	0	0.0	1.0	7	2132
瓊	87	3.84791e-06	0.998771	0	0
瓏	6	2.65373e-07	0.99994	0	0
瓜	133	5.88244e-06	0.998072	0	0
瓢	44	1.94607e-06	0.999403	0	0
瓦	189	8.35926e-06	0.997288	7	1967
瓶	1314	5.81168e-05	0.975982	7	1486
甍	1	4.42289e-08	0.999994	0	0
甑	1	4.42289e-08	1.0	0	0
甕	18	7.9612e-07	0.999794	0	0
甘	7001	0.000309646	0.847334	7	1097
甚	374	1.65416e-05	0.994224	7	1830
甜	4	1.76916e-07	0.999962	0	0
生	196467	0.00868952	0.103521	1	5
産	17022	0.000752864	0.678193	4	483
甥	202	8.93424e-06	0.997115	0	0
甦	12	5.30747e-07	0.999862	0	0
用	31649	0.0013998	0.522695	2	133
甫	4	1.76916e-07	0.999959	0	0
田	119538	0.00528703	0.20455	1	13
由	22814	0.00100904	0.614833	3	304
甲	2957	0.000130785	0.940937	7	1269
申	25671	0.0011354	0.575193	3	291
男	66237	0.00292959	0.309795	1	23
甸	1	4.42289e-08	0.999995	0	0
町	10665	0.000471701	0.784874	1	57
画	17690	0.000782409	0.669026	2	161
界	15831	0.000700188	0.694114	3	323
畏	202	8.93424e-06	0.997142	7	1958
畑	3706	0.000163912	0.922813	3	401
畔	34	1.50378e-06	0.999559	7	2088
留	8801	0.000389258	0.822254	5	704
畜	269	1.18976e-05	0.996111	7	1906
畝	8	3.53831e-07	0.999909	7	2121
畠	760	3.3614e-05	0.987063	0	0
畢	2	8.84578e-08	0.999977	0	0
略	1464	6.47511e-05	0.972711	5	807
畦	30	1.32687e-06	0.999631	0	0
畧	1	4.42289e-08	1.0	0	0
番	29971	0.00132558	0.535038	2	135
異	5391	0.000238438	0.883172	6	894
畳	652	2.88372e-05	0.98907	7	1687
當	5	2.21144e-07	0.999946	0	0
畷	3	1.32687e-07	0.999966	0	0
畿	307	1.35783e-05	0.995463	7	1875
疇	40	1.76916e-06	0.999462	0	0
疋	13	5.74976e-07	0.999854	0	0
疎	522	2.30875e-05	0.991598	7	1746
疏	3	1.32687e-07	0.999971	0	0
疑	12066	0.000533666	0.755873	6	844
疚	1	4.42289e-08	0.999997	0	0
疝	1	4.42289e-08	0.999992	0	0
疣	2	8.84578e-08	0.999981	0	0
疫	357	1.57897e-05	0.994515	7	1839
疱	59	2.6095e-06	0.999187	0	0
疲	18935	0.000837474	0.654432	7	1034
疳	1	4.42289e-08	0.999991	0	0
疵	16	7.07662e-07	0.999805	0	0
疸	27	1.19418e-06	0.999665	0	0
疹	81	3.58254e-06	0.998838	0	0
疼	19	8.40349e-07	0.999766	0	0
疽	35	1.54801e-06	0.999546	0	0
疾	420	1.85761e-05	0.993543	7	1800
病	25817	0.00114186	0.571774	3	290
症	5031	0.000222516	0.891506	7	1151
痍	11	4.86518e-07	0.999871	0	0
痒	25	1.10572e-06	0.999691	0	0
痔	79	3.49408e-06	0.998877	0	0
痕	2625	0.000116101	0.947931	7	1300
痘	113	4.99786e-06	0.998376	7	2021
痙	51	2.25567e-06	0.999317	0	0
痛	21769	0.000962819	0.626692	6	832
痞	3	1.32687e-07	0.999973	0	0
痢	91	4.02483e-06	0.998696	7	2039
痣	64	2.83065e-06	0.999102	0	0
痩	616	2.7245e-05	0.989743	7	1704
痰	24	1.06149e-06	0.999707	0	0
